BATCH,ANIMAL.ID,STRAIN,TREATMENT,ImbTime,MobileTime,TotalTime,PctImb
2,35,FVB/NJ,SHAM,31.131037,327.826845,358.957882,8.672615524
2,37,LP/J,SHAM,89.08882,269.668863,358.757683,24.83258874
2,39,LP/J,SHAM,44.844714,314.113168,358.957882,12.49302947
2,41,NOD/ShiLtJ,SHAM,210.209581,148.848401,359.057982,58.54474529
2,44,NOD/ShiLtJ,SHAM,7.807782,351.2502,359.057982,2.174518432
3,45,C57BL/6J,SHAM,84.88462,273.873062,358.757682,23.66071147
3,47,C57BL/6J,SHAM,21.321259,337.636623,358.957882,5.939766215
3,52,PL/J,SHAM,42.142016,316.615666,358.757682,11.74665188
3,53,SJL/J,SHAM,12.612576,346.445406,359.057982,3.512685035
3,54,SJL/J,SHAM,8.308282,350.7497,359.057982,2.31391096
3,57,SM/J,SHAM,1.701697,357.356285,359.057982,0.473933761
3,59,SM/J,SHAM,64.464271,294.493611,358.957882,17.95872837
4,83,129S1/SvlmJ,SHAM,53.753593,305.00409,358.757683,14.98325905
4,85,129S1/SvlmJ,SHAM,2.902894,356.054989,358.957883,0.808700446
4,71,NON/ShiLtJ,SHAM,28.428345,330.529537,358.957882,7.919688193
4,74,NON/ShiLtJ,SHAM,25.52545,333.532532,359.057982,7.10900503
4,75,NZW/LacJ,SHAM,166.666178,192.191604,358.857782,46.44351784
4,77,NZW/LacJ,SHAM,50.450297,308.407486,358.857783,14.05857679
5,87,A/J,SHAM,197.7972,160.760283,358.557483,55.1647112
5,90,A/J,SHAM,78.978744,279.478639,358.457383,22.03295224
5,92,AKR/J,SHAM,219.418763,139.33892,358.757683,61.16071471
5,93,AKR/J,SHAM,177.577044,181.280738,358.857782,49.48396075
5,101,MRL/MpJ,SHAM,176.876343,181.98144,358.857783,49.28870193
5,104,MRL/MpJ,SHAM,118.918562,239.739024,358.657586,33.15657235
6,121,C57BL/6J,SHAM,166.866369,191.991413,358.857782,46.49930345
6,110,CBA/J,SHAM,1.301297,357.656586,358.957883,0.362520803
6,111,CBA/J,SHAM,0,359.057982,359.057982,0
6,113,DBA/2J,SHAM,24.824754,333.932929,358.757683,6.919643864
6,114,DBA/2J,SHAM,6.306285,352.751697,359.057982,1.756341682
6,117,LP/J,SHAM,9.008982,350.049,359.057982,2.5090605
6,120,LP/J,SHAM,77.577343,281.280439,358.857782,21.61785166
6,123,NOD/ShiLtJ,SHAM,13.113079,345.944903,359.057982,3.652078399
7,133,C57BL/6J,SHAM,115.815467,243.242515,359.057982,32.25536621
7,134,C57BL/6J,SHAM,43.042913,315.914969,358.957882,11.99107616
7,135,NOR/LtJ,SHAM,67.56737,291.290412,358.857782,18.82845333
7,137,NOR/LtJ,SHAM,83.18293,275.774952,358.957882,23.17345131
7,139,PL/J,SHAM,41.841716,316.515566,358.357282,11.67597761
7,140,PL/J,SHAM,15.815767,343.142115,358.957882,4.406023044
7,145,SJL/J,SHAM,98.498212,259.959171,358.457383,27.47836052
7,146,SJL/J,SHAM,27.427347,331.730735,359.158082,7.636566842
7,148,SM/J,SHAM,1.000996,358.157086,359.158082,0.278706244
8,162,129S1/SvlmJ,SHAM,95.595308,263.362574,358.957882,26.6313439
8,164,129S1/SvlmJ,SHAM,49.649503,309.308379,358.957882,13.83156785
8,151,A/J,SHAM,27.327243,331.630639,358.957882,7.612938556
8,152,A/J,SHAM,3.303297,355.554485,358.857782,0.920503098
8,156,C57BL/6J,SHAM,20.520457,338.437425,358.957882,5.716675418
9,170,BALB/cByJ,SHAM,94.894616,263.662867,358.557483,26.46566325
9,172,BALB/cByJ,SHAM,91.991711,266.765971,358.757682,25.64173971
9,179,BTBR T+tf/J,SHAM,56.256085,302.901997,359.158082,15.66332148
9,180,BTBR T+tf/J,SHAM,22.322254,336.735728,359.057982,6.216893961
9,183,C3H/HeJ,SHAM,23.323254,335.634628,358.957882,6.497490421
9,185,C3H/HeJ,SHAM,60.260082,298.5977,358.857782,16.79219039
10,199,C57BL/6J,SHAM,41.741612,317.11617,358.857782,11.63179791
10,195,DBA/2J,SHAM,3.203193,356.555488,359.758681,0.890372677
10,196,DBA/2J,SHAM,59.158983,300.499598,359.658581,16.44865051
10,208,LP/J,SHAM,155.35489,203.402792,358.757682,43.30357168
11,219,129S1/SvlmJ,SHAM,244.643911,114.414071,359.057982,68.13493176
11,221,129S1/SvlmJ,SHAM,42.942815,316.015068,358.957883,11.9631904
11,225,SJL/J,SHAM,51.851695,307.006087,358.857782,14.4490931
11,226,SJL/J,SHAM,72.272057,286.585725,358.857782,20.13947046
12,243,BALB/cByJ,SHAM,123.122753,235.534831,358.657584,34.32877443
12,244,BALB/cByJ,SHAM,85.585325,272.972158,358.557483,23.86934566
12,257,C3H/HeJ,SHAM,55.054893,303.602689,358.657582,15.35026604
12,258,C3H/HeJ,SHAM,73.773546,285.184336,358.957882,20.55214545
12,255,MRL/MpJ,SHAM,159.759286,198.998396,358.757682,44.5312516
12,256,MRL/MpJ,SHAM,155.254789,203.602994,358.857783,43.2635981
14,291,129S1/SvlmJ,SHAM,54.754586,304.303396,359.057982,15.24951087
14,293,129S1/SvlmJ,SHAM,63.463276,295.194307,358.657583,17.69467007
14,285,A/J,SHAM,70.370161,288.387522,358.757683,19.61495581
14,286,A/J,SHAM,119.919559,238.938223,358.857782,33.41701504
14,287,C57BL/6J,SHAM,84.183936,274.773946,358.957882,23.45231578
14,289,C57BL/6J,SHAM,53.853694,305.204288,359.057982,14.99860655
14,290,C57BL/6J,SHAM,112.512172,246.345611,358.857783,31.35285824
15,311,AKR/J,SHAM,188.788225,170.069557,358.857782,52.60809002
15,313,AKR/J,SHAM,188.788222,169.96946,358.757682,52.62276781
15,303,BALB/cByJ,SHAM,88.38813,270.569753,358.957883,24.6235378
15,306,BALB/cByJ,SHAM,122.822453,236.135429,358.957882,34.21639673
15,321,BTBR T+tf/J,SHAM,8.007986,351.049996,359.057982,2.230276557
15,322,BTBR T+tf/J,SHAM,1.701696,357.356286,359.057982,0.473933483
15,309,C3H/HeJ,SHAM,19.018963,339.938919,358.957882,5.298382889
15,324,C57BL/6J,SHAM,45.345206,313.612677,358.957883,12.63245861
16,334,C57BL/6J,SHAM,109.509181,249.148401,358.657582,30.53307291
16,329,DBA/2J,SHAM,2.001995,357.055987,359.057982,0.557568722
16,331,DBA/2J,SHAM,8.908879,350.149103,359.057982,2.481181159
16,325,MRL/MpJ,SHAM,36.736628,322.221254,358.957882,10.2342447
16,327,MRL/MpJ,SHAM,56.155986,302.701796,358.857782,15.64853511
16,339,NZW/LacJ,SHAM,13.613569,345.244213,358.857782,3.793583331
16,341,NZW/LacJ,SHAM,128.728347,230.229535,358.957882,35.86168558
16,335,PL/J,SHAM,29.929841,328.827842,358.757683,8.342634156
16,336,PL/J,SHAM,357.856783,1.201199,359.057982,99.66545821
16,337,PL/J,SHAM,41.541416,317.216266,358.757682,11.57924083
17,348,CBA/J,SHAM,25.024949,333.832833,358.857782,6.973500438
17,357,NOD/ShiLtJ,SHAM,70.069863,288.888019,358.957882,19.52035782
17,358,NOD/ShiLtJ,SHAM,101.601301,257.456681,359.057982,28.29662787
17,343,SJL/J,SHAM,132.03163,226.625952,358.657582,36.81272518
17,345,SJL/J,SHAM,131.431038,227.426744,358.857782,36.62482593
18,367,129S1/SvlmJ,SHAM,55.355177,303.602705,358.957882,15.42107857
18,368,129S1/SvlmJ,SHAM,51.251093,307.70679,358.957883,14.2777455
18,359,A/J,SHAM,175.675149,182.982435,358.657584,48.9813005
18,360,A/J,SHAM,140.139717,218.918265,359.057982,39.02982917
18,369,BTBR T+tf/J,SHAM,145.845407,213.012375,358.857782,40.64156173
18,371,BTBR T+tf/J,SHAM,4.904889,354.153093,359.057982,1.366043716
19,391,AKR/J,SHAM,145.34491,213.612972,358.957882,40.49079775
19,392,AKR/J,SHAM,135.635223,223.222559,358.857782,37.79637221
19,377,BTBR T+tf/J,SHAM,11.010976,347.946906,358.957882,3.067484112
19,384,C3H/HeJ,SHAM,4.70469,354.253193,358.957883,1.31065237
19,385,C3H/HeJ,SHAM,33.233133,325.624649,358.857782,9.260808785
19,381,C57BL/6J,SHAM,27.627547,331.430435,359.057982,7.694452814
19,387,MRL/MpJ,SHAM,22.622555,336.035027,358.657582,6.307563575
19,388,MRL/MpJ,SHAM,31.030932,327.82685,358.857782,8.647139217
21,409,BALB/cByJ,SHAM,47.7476,310.509583,358.257183,13.32774394
21,408,C57BL/6J,SHAM,138.237824,221.620956,359.85878,38.4144647
21,413,SJL/J,SHAM,54.354192,305.604688,359.95888,15.10011143
21,416,SJL/J,SHAM,56.456282,303.202299,359.658581,15.69718755
23,441,MRL/MpJ,SHAM,12.912875,347.046006,359.958881,3.587319464
23,445,MRL/MpJ,SHAM,45.945816,313.912965,359.858781,12.76773513
23,433,NOR/LtJ,SHAM,0.2002,359.758681,359.958881,0.055617464
23,436,NOR/LtJ,SHAM,2.001999,357.956882,359.958881,0.556174359
23,426,NZW/LacJ,SHAM,11.51148,348.447401,359.958881,3.197998607
23,427,NZW/LacJ,SHAM,1.101097,358.857784,359.958881,0.305895217
23,429,NZW/LacJ,SHAM,0,359.958881,359.958881,0
23,431,NZW/LacJ,SHAM,9.509478,350.449403,359.958881,2.641823414
24,455,DBA/2J,SHAM,1.201201,358.858859,360.06006,0.333611287
24,451,NON/ShiLtJ,SHAM,6.406408,353.653652,360.06006,1.779260938
24,452,NON/ShiLtJ,SHAM,21.421423,338.638637,360.06006,5.949402719
24,463,PL/J,SHAM,56.256252,303.703708,359.95996,15.6284749
24,464,PL/J,SHAM,87.087083,272.672677,359.75976,24.20701053
24,468,PL/J,SHAM,45.345345,314.514515,359.85986,12.60083439
25,481,CBA/J,SHAM,7.20721,352.819483,360.026693,2.001854346
25,486,FVB/NJ,SHAM,1.201202,358.825491,360.026693,0.333642484
25,489,FVB/NJ,SHAM,0,360.026693,360.026693,0
25,476,SWR/J,SHAM,2.936272,357.090421,360.026693,0.815570639
25,477,SWR/J,SHAM,0,360.026693,360.026693,0
25,479,SWR/J,SHAM,279.279281,80.280277,359.559558,77.67260661
26,507,C3H/HeJ,SHAM,37.437441,322.255587,359.693028,10.40816421
26,509,C3H/HeJ,SHAM,36.369703,323.523522,359.893225,10.1056926
26,511,C3H/HeJ,SHAM,81.348019,278.41174,359.759759,22.61176159
26,502,C57L/J,SHAM,157.557558,202.202201,359.759759,43.79521446
26,505,C57L/J,SHAM,86.419758,273.340002,359.75976,24.02151869
26,514,C57L/J,SHAM,4.471137,355.488822,359.959959,1.242120655
26,498,NZW/LacJ,SHAM,319.652975,40.040049,359.693024,88.86827202
26,500,NZW/LacJ,SHAM,5.672337,354.354356,360.026693,1.575532345
26,517,SM/J,SHAM,3.069734,356.956959,360.026693,0.852640668
26,518,SM/J,SHAM,38.571904,321.254588,359.826492,10.71958426
27,520,KK/HIJ,SHAM,63.530185,295.428771,358.958956,17.6984538
27,522,KK/HIJ,SHAM,36.970304,322.722722,359.693026,10.27829325
27,524,MA/MyJ,SHAM,43.309981,316.716712,360.026693,12.02965831
27,526,MA/MyJ,SHAM,51.31798,308.508512,359.826492,14.26186819
28,556,A/J,SHAM,279.546218,80.013341,359.559559,77.74684639
28,557,A/J,SHAM,268.068065,91.825161,359.893226,74.48544336
28,527,AKR/J,SHAM,96.563233,263.329994,359.893227,26.83107815
28,528,AKR/J,SHAM,59.592928,300.166831,359.759759,16.5646453
28,532,AKR/J,SHAM,98.098093,261.795133,359.893226,27.25755472
28,534,MOLF/EiJ,SHAM,0,360.026693,360.026693,0
28,535,MOLF/EiJ,SHAM,0,360.026693,360.026693,0
29,547,NZO/HILtJ,SHAM,81.915245,277.944614,359.859859,22.76309595
29,548,NZO/HILtJ,SHAM,22.522524,337.337335,359.859859,6.258693054
29,544,ZALENDE/EiJ,SHAM,93.593593,265.932599,359.526192,26.0324825
30,568,LP/J,SHAM,79.079076,280.780784,359.85986,21.97496437
30,569,LP/J,SHAM,30.864198,329.162495,360.026693,8.572752688
31,601,LG/J,SHAM,90.590593,269.269267,359.85986,25.17385323
31,603,LG/J,SHAM,84.751418,275.275275,360.026693,23.54031511
31,597,PERA/EiJ,SHAM,114.448,245.579,360.027,31.78872696
31,599,PERA/EiJ,SHAM,155.656,204.371,360.027,43.23453519
31,593,PWD/PhJ,SHAM,1.001,359.026,360.027,0.278034703
31,596,PWD/PhJ,SHAM,2.33567,357.691,360.02667,0.648749161
32,610,I/LnJ,SHAM,47.881207,311.978652,359.859859,13.30551486
32,611,I/LnJ,SHAM,135.135138,224.557888,359.693026,37.56957412
32,606,NZO/HILtJ,SHAM,22.188859,337.504166,359.693025,6.168832159
32,607,NZO/HILtJ,SHAM,113.947279,246.079414,360.026693,31.64967521
33,625,NOD/ShiLtJ,SHAM,95.42876,264.597933,360.026693,26.50602354
34,633,BTBR T+tf/J,SHAM,12.512508,347.013685,359.526193,3.480277166
34,626,C3H/HeJ,SHAM,7.173843,352.85285,360.026693,1.992586422
34,638,C57BR/cdJ,SHAM,22.355683,337.67101,360.026693,6.209451531
34,639,C57BR/cdJ,SHAM,62.896234,297.130459,360.026693,17.46988077
34,647,NZO/HILtJ,SHAM,22.188848,337.837845,360.026693,6.163111911
34,649,NZO/HILtJ,SHAM,105.93927,253.92059,359.85986,29.43903496
34,650,NZO/HILtJ,SHAM,39.8732,319.819826,359.693026,11.08534142
34,634,SM/J,SHAM,8.174839,351.851854,360.026693,2.270620251
34,628,WSB/EiJ,SHAM,0,360.026693,360.026693,0
34,629,WSB/EiJ,SHAM,13.680347,346.346346,360.026693,3.799814643
35,654,MA/MyJ,SHAM,0.834167,359.192526,360.026693,0.231695876
35,655,MA/MyJ,SHAM,2.335668,357.691025,360.026693,0.648748564
35,662,PERA/EiJ,SHAM,81.748418,278.278275,360.026693,22.70621029
35,665,PERA/EiJ,SHAM,22.689358,337.170501,359.859859,6.305053879
35,657,RIIIS/J,SHAM,0.667333,359.35936,360.026693,0.185356534
35,658,RIIIS/J,SHAM,1.501503,358.52519,360.026693,0.417053243
36,670,KK/HIJ,SHAM,16.850185,343.009674,359.859859,4.682429723
36,674,MA/MyJ,SHAM,2.335668,357.691025,360.026693,0.648748564
36,675,MA/MyJ,SHAM,2.836172,357.190521,360.026693,0.787767145
36,677,MA/MyJ,SHAM,0.166834,359.859859,360.026693,0.046339342
36,682,PERA/EiJ,SHAM,17.851184,342.175509,360.026693,4.958294578
36,685,PERA/EiJ,SHAM,93.927272,266.099421,360.026693,26.08897446
36,679,RIIIS/J,SHAM,0.333667,359.693026,360.026693,0.092678406
36,680,RIIIS/J,SHAM,0.667335,359.359358,360.026693,0.18535709
37,686,MA/MyJ,SHAM,4.004002,356.022691,360.026693,1.112140316
37,687,MA/MyJ,SHAM,0.500501,359.526192,360.026693,0.139017748
37,690,ZALENDE/EiJ,SHAM,79.245918,280.780775,360.026693,22.01112294
37,692,ZALENDE/EiJ,SHAM,1.501501,358.525192,360.026693,0.417052688
38,694,P/J,SHAM,17.183852,342.842841,360.026693,4.772938322
38,696,P/J,SHAM,24.524522,335.168503,359.693025,6.818181142
38,699,P/J,SHAM,18.685354,341.341339,360.026693,5.189991288
38,700,P/J,SHAM,31.531528,328.495165,360.026693,8.758108388
38,702,WSB/EiJ,SHAM,53.553545,306.473148,360.026693,14.87488179
38,704,WSB/EiJ,SHAM,90.423761,269.602932,360.026693,25.11584912
39,717,BALB/cByJ,SHAM,6.339675,353.687018,360.026693,1.760890268
39,718,BALB/cByJ,SHAM,9.509513,350.51718,360.026693,2.641335541
39,713,C57BL/6J,SHAM,20.186852,339.839841,360.026693,5.607043142
39,719,LG/J,SHAM,8.174844,351.851849,360.026693,2.27062164
39,721,LG/J,SHAM,5.171838,354.854855,360.026693,1.436515153
39,723,SEA/GnJ,SHAM,126.459797,233.566896,360.026693,35.12511696
39,724,SEA/GnJ,SHAM,130.463791,229.562902,360.026693,36.23725505
39,707,SWR/J,SHAM,0.333667,359.693026,360.026693,0.092678406
39,708,SWR/J,SHAM,2.502503,357.52419,360.026693,0.695088183
39,711,SWR/J,SHAM,0.500501,359.526192,360.026693,0.139017748
39,728,WSB/EiJ,SHAM,40.040041,319.986652,360.026693,11.12140899
39,730,WSB/EiJ,SHAM,32.866192,327.160501,360.026693,9.128820901
40,736,C57BR/cdJ,SHAM,41.374714,318.318312,359.693026,11.5027846
40,738,C57BR/cdJ,SHAM,74.24091,285.452116,359.693026,20.64007491
40,739,P/J,SHAM,13.513512,346.513181,360.026693,3.753475024
40,742,P/J,SHAM,10.17684,349.849853,360.026693,2.826690409
41,747,C57BR/cdJ,SHAM,23.523528,336.503165,360.026693,6.533828868
41,748,C57BR/cdJ,SHAM,32.198862,327.494164,359.693026,8.95176155
41,761,CZECHII/EiJ,SHAM,1.334668,358.692025,360.026693,0.370713624
41,755,LG/J,SHAM,8.008008,352.018685,360.026693,2.224281742
41,757,LG/J,SHAM,18.18485,341.675009,359.859859,5.053314379
41,763,PWD/PhJ,SHAM,0.667334,359.359359,360.026693,0.185356812
41,766,PWD/PhJ,SHAM,1.835167,358.191526,360.026693,0.509730816
42,783,CZECHII/EiJ,SHAM,92.258926,267.767767,360.026693,25.62557938
42,784,CZECHII/EiJ,SHAM,18.35168,341.341345,359.693025,5.10203944
42,775,I/LnJ,SHAM,74.240909,285.61895,359.859859,20.63050578
42,776,I/LnJ,SHAM,21.688349,338.17151,359.859859,6.026887539
42,772,MOLF/EiJ,SHAM,8.842172,351.184521,360.026693,2.455976785
42,773,MOLF/EiJ,SHAM,5.005005,355.021688,360.026693,1.390176089
42,795,MOLF/EiJ,SHAM,0.667335,359.359358,360.026693,0.18535709
42,798,MOLF/EiJ,SHAM,0.333667,359.693026,360.026693,0.092678406
42,779,PERA/EiJ,SHAM,96.429762,263.430098,359.85986,26.79647627
42,780,PERA/EiJ,SHAM,104.604595,255.08843,359.693025,29.08163009
42,767,SEA/GnJ,SHAM,33.366706,326.493153,359.859859,9.272138908
42,769,SEA/GnJ,SHAM,187.02035,173.006343,360.026693,51.94624555
42,789,ZALENDE/EiJ,SHAM,36.036035,323.990658,360.026693,10.00926756
42,790,ZALENDE/EiJ,SHAM,7.173847,352.686013,359.85986,1.993511307
43,818,BALB/cByJ,SHAM,18.685356,341.174504,359.85986,5.192397952
43,819,BALB/cByJ,SHAM,15.348679,344.678014,360.026693,4.26320584
43,816,C57BL/6J,SHAM,0,360.026693,360.026693,0
43,813,CBA/J,SHAM,45.879206,313.646987,359.526193,12.76101906
43,814,CBA/J,SHAM,56.890224,302.969635,359.859859,15.80899413
43,806,I/LnJ,SHAM,29.029027,330.997666,360.026693,8.063020761
43,807,I/LnJ,SHAM,33.199872,326.659987,359.859859,9.225778083
43,821,NON/ShiLtJ,SHAM,4.337658,354.686958,359.024616,1.208178439
43,824,NON/ShiLtJ,SHAM,94.260926,265.4321,359.693026,26.2059365
45,849,I/LnJ,SHAM,23.35669,336.670003,360.026693,6.487488415
45,853,I/LnJ,SHAM,14.014011,346.012682,360.026693,3.892492216
45,856,I/LnJ,SHAM,4.83817,355.188523,360.026693,1.343836469
45,857,I/LnJ,SHAM,2.669332,357.357361,360.026693,0.741426136
45,860,WSB/EiJ,SHAM,47.881217,312.145476,360.026693,13.29935195
45,861,WSB/EiJ,SHAM,133.633633,226.39306,360.026693,37.11770144
10.2,210,FVB/NJ,SHAM,6.506489,352.551493,359.057982,1.812099807
10.2,212,FVB/NJ,SHAM,0.800798,358.257184,359.057982,0.223027489
10.3,213,NOR/LtJ,SHAM,108.908584,249.949198,358.857782,30.34867557
10.3,214,NOR/LtJ,SHAM,80.580339,278.477643,359.057982,22.44215225
11.2,229,PL/J,SHAM,51.851695,307.006087,358.857782,14.4490931
11.2,230,PL/J,SHAM,72.272057,286.585725,358.857782,20.13947046
11.2,231,SM/J,SHAM,16.816764,342.141118,358.957882,4.684885008
11.2,233,SM/J,SHAM,2.702694,356.355288,359.057982,0.752717983
11.3,237,SWR/J,SHAM,1.901898,357.156084,359.057982,0.529691051
11.3,238,SWR/J,SHAM,0.800799,358.257183,359.057982,0.223027767
13.2,276,NOR/LtJ,SHAM,72.572355,286.185327,358.757682,20.22879471
13.2,277,NOR/LtJ,SHAM,162.862375,196.195607,359.057982,45.35823827
13.3,279,FVB/NJ,SHAM,10.810777,348.247205,359.057982,3.010872211
13.3,280,FVB/NJ,SHAM,0,359.057982,359.057982,0
14.2,299,CBA/J,SHAM,3.103094,355.854788,358.957882,0.864473008
14.2,300,CBA/J,SHAM,20.120056,338.737726,358.857782,5.606693517
15.2,315,C57L/J,SHAM,21.521451,337.536531,359.057982,5.99386508
15.2,316,C57L/J,SHAM,48.648499,310.309383,358.957882,13.55270394
20.2,405,CZECHII/EiJ,SHAM,67.867661,291.490619,359.35828,18.88579303
24.2,447,NON/ShiLtJ,SHAM,80.680683,279.179176,359.859859,22.42002851
24.2,450,NON/ShiLtJ,SHAM,323.523527,36.036031,359.559558,89.97772964
25.2,492,SM/J,SHAM,5.93927,353.953956,359.893226,1.650286688
25.2,494,SM/J,SHAM,3.53687,356.42309,359.95996,0.982573173
25.2,495,SM/J,SHAM,18.15148,341.741746,359.893226,5.043573674
28.2,550,A/J,SHAM,72.739407,287.120453,359.85986,20.21325941
28.2,537,RIIIS/J,SHAM,292.625949,67.400744,360.026693,81.27895922
28.2,540,RIIIS/J,SHAM,270.103435,89.756424,359.859859,75.05795055
29.2,551,PWD/PhJ,SHAM,0.667334,359.359359,360.026693,0.185356812
29.2,553,PWD/PhJ,SHAM,0.5005,359.359359,359.859859,0.13908192
30.2,585,SEA/GnJ,SHAM,77.577575,282.11545,359.693025,21.56771736
30.2,586,SEA/GnJ,SHAM,106.106109,253.920584,360.026693,29.47173392
30.3,590,LG/J,SHAM,9.342678,350.684015,360.026693,2.594995922
30.3,592,LG/J,SHAM,17.851182,342.175511,360.026693,4.958294023
35.2,667,I/LnJ,SHAM,45.211877,314.814816,360.026693,12.55792359
35.2,669,I/LnJ,SHAM,108.608613,251.251246,359.859859,30.18080797
39.2,731,LG/J,SHAM,13.680345,346.346348,360.026693,3.799814088
39.2,734,LG/J,SHAM,18.685356,341.174504,359.85986,5.192397952
3.2,61,NOR/LtJ,SHAM,7.107086,351.950896,359.057982,1.979370006
3.2,63,NOR/LtJ,SHAM,12.412374,346.545508,358.957882,3.457891475
42.2,867,MOLF/EiJ,SHAM,0.834168,359.192525,360.026693,0.231696154
42.2,868,MOLF/EiJ,SHAM,0,360.026693,360.026693,0
42.2,792,P/J,SHAM,16.182854,343.843839,360.026693,4.494903938
42.2,794,P/J,SHAM,1.835167,358.191526,360.026693,0.509730816
44.2,844,KK/HIJ,SHAM,3.503506,356.523187,360.026693,0.973123957
44.2,845,KK/HIJ,SHAM,1.334668,358.692025,360.026693,0.370713624
4.2,68,C57L/J,SHAM,3.903893,355.154089,359.057982,1.087259773
4.2,69,C57L/J,SHAM,53.353196,305.704786,359.057982,14.85921458
8.2,165,AKR/J,SHAM,193.593008,165.364874,358.957882,53.93195628
8.2,166,AKR/J,SHAM,145.645204,212.912278,358.557482,40.61976428
9.2,191,NON/ShiLtJ,SHAM,161.060578,197.697105,358.757683,44.89397318
9.2,193,NON/ShiLtJ,SHAM,141.340918,217.616965,358.957883,39.37534867
2,23,C57BL/6J,SHAM,145.24481,213.512872,358.757682,40.48549126
